import_id,source_page,title,theme,category,level,duration,organisation,deroulement,variantes,schema_images
cahier-t1-055,26,Enchainement 2.3,Échauffement,Échauffement,Tous niveaux,8-12 min,1 ballon / 4 spots,"[""1 passe à 2 et va prendre sa place"", ""2 passe à 3 et va prendre sa place"", ""3 passe à 4 et va prendre sa place"", ""4 drive ligne de fond, s’arrête"", ""4 passe à 3 (passe de secours)""]","[""Attaque milieu, Enchainement 2.4""]","[""schemas/exo_055_p26_enchainement-2-3.png""]"
cahier-t1-056,26,Enchainement 2.4,Échauffement,Échauffement,Tous niveaux,8-12 min,1 ballon / 4 spots,"[""1 passe à 2 et va prendre sa place"", ""2 passe à 3 et va prendre sa place"", ""3 joue le main à main avec 4"", ""4 hook passe à 3 pour tirer""]","[""Faire tirer 4, enchainement 2.5""]","[""schemas/exo_056_p26_enchainement-2-4.png""]"
cahier-t1-057,27,Enchainement 2.5,Échauffement,Échauffement,Tous niveaux,8-12 min,1 ballon / 4 spots,"[""1 passe à 2 et va prendre sa place"", ""2 passe à 3 et va prendre sa place"", ""3 passe à 4 et suit au pick"", ""4 attaque le pick et joue pour lui (stop tir)""]","[""Les finitions, enchainement 2.6""]","[""schemas/exo_057_p27_enchainement-2-5.png""]"
cahier-t1-058,27,Enchainement 2.6,Échauffement,Échauffement,Tous niveaux,8-12 min,1 ballon / 4 spots,"[""1 passe à 2 et va prendre sa place"", ""2 passe à 3 et va prendre sa place"", ""3 passe à 4 et suit au pick"", ""4 attaque le pick et passe à 3 (roll / pop)""]","[""Les finitions, enchainement 2.7""]","[""schemas/exo_058_p27_enchainement-2-6.png""]"
cahier-t1-059,27,Enchainement 2.7,Échauffement,Échauffement,Tous niveaux,8-12 min,1 ballon / 4 spots,"[""1 passe à 2 et va prendre sa place"", ""2 passe à 3 et va prendre sa place"", ""3 passe à 4 et suit au pick"", ""4 attaque le pick, passe à 2 qui est position deuxième arrière"", ""2 donne à 3""]",[],"[""schemas/exo_059_p27_enchainement-2-7.png""]"
cahier-t1-060,28,Passe et va 1,Échauffement,Échauffement,Tous niveaux,8-12 min,Répartir les joueurs dans 6 colonnes,"[""1 fait une passe à 2 qui lui redonne"", ""1 fait la passe à 4 qui lui redonne pour tirer et va se placer dans la colonne 3"", ""4 prend le rebond et fait la passe à 3 qui lui redonne…""]",[],"[""schemas/exo_060_p28_passe-et-va-1.png""]"
cahier-t1-061,28,Passe et va 2,Échauffement,Échauffement,Tous niveaux,8-12 min,Répartir les joueurs dans 5 colonnes,"[""1 fait une passe à 2 qui lui redonne"", ""1 fait la passe à 4 qui lui redonne pour tirer"", ""1 prend le rebond et fait la même chose de l’autre côté 1 —> 2 —> 3 —> 4 —> 5 —> 1""]",[],"[""schemas/exo_061_p28_passe-et-va-2.png""]"
cahier-t1-062,28,Passe et va 3,Échauffement,Échauffement,Tous niveaux,8-12 min,"Les joueurs avec ballon sont dans le rond central, les joueurs sans ballon dans le prolongement de la ligne des lancers franc","[""1 avance en dribble, passe à 2 et va au panier"", ""2 lui refait la passe""]",[],"[""schemas/exo_062_p28_passe-et-va-3.png""]"
cahier-t1-063,28,Passe retour de passe,Échauffement,Échauffement,Tous niveaux,8-12 min,1 ballon par groupe / Groupe de 2,"[""1 et 2 échange les passes jusqu’au milieu de terrain"", ""2 utilise le dribble pour venir sur l’axe panier panier"", ""1 court le long de la ligne de touche puis va au panier"", ""2 lui fait la passe pour qu’il tire""]",[],"[""schemas/exo_063_p28_passe-retour-de-passe.png""]"
cahier-t1-064,29,Passe retour de passe - 1,Échauffement,Échauffement,Tous niveaux,8-12 min,Ballons dans la colonne 1 / répartir les joueurs en deux colonnes,"[""1 et 2 partent en même temps"", ""Ils vont faire le tour du plot"", ""1 passe à 2 puis va au panier"", ""2 passe à 1 pour qu’il tire""]",[],"[""schemas/exo_064_p29_passe-retour-de-passe-1.png""]"
cahier-t1-065,29,Passe retour de passe - 2,Échauffement,Échauffement,Tous niveaux,8-12 min,Ballons dans la colonne 1 / répartir les joueurs en deux colonnes,"[""1 et 2 partent en même temps"", ""Ils vont faire le tour du plot"", ""1 passe à 2 puis curl pour aller au panier"", ""2 passe à 1 pour qu’il tire en tir crochet""]",[],"[""schemas/exo_065_p29_passe-retour-de-passe-2.png""]"
cahier-t1-066,29,Game time,Échauffement,Échauffement,Tous niveaux,8-12 min,1 ballon / répartir les joueurs en deux colonnes,"[""Le premier joueur a le ballon, il va au panier en dribble"", ""6 prend le rebond remise en jeu pour 2 qui coupe au panier…""]","[""Les finitions, les départs…""]","[""schemas/exo_066_p29_game-time.png""]"
cahier-t1-067,29,Démarquage,Échauffement,Échauffement,Tous niveaux,8-12 min,1 ballon par groupe / Groupe de 3,"[""Toujours toucher le plot du milieu (démarquage en V)"", ""Remplir le plot à une passe du ballon""]",[],"[""schemas/exo_067_p29_demarquage.png""]"
cahier-t1-068,30,Montée de balle,Échauffement,Échauffement,Tous niveaux,8-12 min,1 ballon / groupe de 2,"[""5 passe à 1 qui reçoit le ballon en mouvement et monte le ballon dans le couloir central, 5 prend le couloir extérieur"", ""1 passe à 5 qui tire"", ""5 après son tir continue de courir pour aller dans un secteur de sortie de balle 4.1 prend le rebond, lui fait la passe et prend le couloir extérieur"", ""5 monte le ballon couloir central et fait la passe à 1"", ""6 prend le rebond et fait la même chose avec 2""]",[],"[""schemas/exo_068_p30_montee-de-balle.png""]"
cahier-t1-069,30,Montée de balle 2,Échauffement,Échauffement,Tous niveaux,8-12 min,3 ballons par groupe / répartir les joueurs en deux colonnes,"[""Commencer en mettant deux joueurs au milieu de terrain (1 et 2)"", ""1 avance en dribble et fait la passe à 2"", ""Après sa passe 1 va dans le secteur de sortie de balle"", ""3 fait la passe à 1 qui lui redonne"", ""3 monte le ballon dans le couloir centrale"", ""1 court dans le couloir extérieur"", ""3 fait la passe à 1 qui va tirer en tir en course""]",[],"[""schemas/exo_069_p30_montee-de-balle-2.png""]"
cahier-t1-070,30,Parcours,Échauffement,Échauffement,Tous niveaux,8-12 min,1 ballon par joueur / répartir les joueurs en deux colonnes,"[""slalom de plot"", ""Passe à C qui redonne au joueur qui coupe"", ""Pas défensif jusqu’au milieu de terrain"", ""Auto passe, arrêt simultané"", ""Drive à droite ou gauche des plots""]","[""Les changements de main, les finitions, les arrêts, les départs""]","[""schemas/exo_070_p30_parcours.png""]"
cahier-t1-071,30,Parcours -2,Échauffement,Échauffement,Tous niveaux,8-12 min,Ballons dans les colonnes 1 et 2 / répartir les joueurs en deux colonnes et un joueur en colonne 3,"[""A1 effectue un slalom, passe au coach et enchaine un démarquage pour tirer (flare, passe et va, main à main…)"", ""A2 et A3 enchainent 3 passes, à la 3ème passe A3 dribble de CA pour aller au panier"", ""A2 après sa 2eme passe revient prendre la place de 3 dans un secteur de sortie de balle""]","[""Les dribbles, les enchainements…""]","[""schemas/exo_071_p30_parcours-2.png""]"
cahier-t1-072,32,1 v 1 - 1,Pré-collectif,V 1,Intermédiaire,12-18 min,1 ballon pour 2 joueurs,"[""A1 et A2 démarrent face à face en tenant le ballon"", ""Au signal du coach bataille pour arracher le ballon"", ""Celui qui a le ballon est attaquant l’autre défenseur""]","[""1v1 - 2""]","[""schemas/exo_072_p32_1-v-1-1.png""]"
cahier-t1-073,32,1 V 1 - 2,Pré-collectif,V 1,Intermédiaire,12-18 min,1 ballon pour 2 joueurs,"[""A1 démarre face au milieu de terrain D1 face au panier"", ""Les deux partent lorsque A1 rompt le contact avec D1"", ""A1 met un pied dans le rond central, D1 dans la zone de non charge"", ""A1 arrive lancé face au panier et joue le 1 v 1 contre D1""]","[""1v1 - 3""]","[""schemas/exo_073_p32_1-v-1-2.png""]"
cahier-t1-074,32,1 V 1 - Carré,Pré-collectif,V 1,Intermédiaire,12-18 min,1 ballon par 1/4 de terrain / 4 spots,"[""1 v1 en 3 dribble"", ""Si je marque je me décale d’un quart de terrain"", ""Si je ne marque pas je passe en défense""]","[""Les intérieurs peuvent partir post-up""]","[""schemas/exo_074_p32_1-v-1-carre.png""]"
cahier-t1-075,32,1 V 1 - 3,Pré-collectif,V 1,Intermédiaire,12-18 min,1 ballon / répartir les joueurs en deux colonnes,"[""A1 part du rond central, D1 sur la ligne des LF"", ""A1 choisit de faire le tour d’un côté, D1 doit faire le tour de l’autre plot""]","[""1v1 - 4""]","[""schemas/exo_075_p32_1-v-1-3.png""]"
cahier-t1-076,33,1 v 1 - 4,Pré-collectif,V 1,Intermédiaire,12-18 min,1 ballon pour 2 joueurs,"[""A1 et A2 démarrent face à face A1 sur la ligne des LF, A2 zone de non charge"", ""A2 donne le départ en faisant la passe à A1"", ""A1 choisit un côté A2 fait le tour de l’autre plot et va défendre""]","[""1v1 - 5""]","[""schemas/exo_076_p33_1-v-1-4.png""]"
cahier-t1-077,33,1 V 1 - 5,Pré-collectif,V 1,Intermédiaire,12-18 min,1 ballon pour 2 joueurs,"[""D1 démarrent dos à A1, A1 démarre face au cercle avec le ballon posé sur le dos de D1"", ""A1 décide quand partir"", ""D1 défend sur A1""]","[""1v1 - 6""]","[""schemas/exo_077_p33_1-v-1-5.png""]"
cahier-t1-078,33,1 v 1 - 6,Pré-collectif,V 1,Intermédiaire,12-18 min,1 ballon pour 2 joueurs,"[""A1 et D1 démarrent face à face"", ""D1 fait la passe à A1"", ""Les deux joueurs doivent réaliser le slalom A1 pour tirer, D1 pour défendre""]","[""1v1 - 7""]","[""schemas/exo_078_p33_1-v-1-6.png""]"
cahier-t1-079,33,1 V 1 - 7,Pré-collectif,V 1,Intermédiaire,12-18 min,1 ballon / répartir les joueurs en deux colonnes,"[""Le coach à la balle, les deux joueurs sont face à lui"", ""Le coach passe le ballon à un joueur qui devient attaquant, le deuxième joueur devient défenseur""]","[""1v1 - 8""]","[""schemas/exo_079_p33_1-v-1-7.png""]"
cahier-t1-080,34,1 v 1 - 8,Pré-collectif,V 1,Intermédiaire,12-18 min,1 ballon / répartir les joueurs en deux colonnes,"[""D1 a le ballon, il fait la passe à A1"", ""D1 va faire le tour d’un plot pendant que A1 fait le tour de l’autre plot""]","[""Le côté, les distances, 1v1 - 9""]","[""schemas/exo_080_p34_1-v-1-8.png""]"
cahier-t1-081,34,1 V 1 - 9,Pré-collectif,V 1,Intermédiaire,12-18 min,1 ballon / répartir les joueurs en deux colonnes,"[""D1 a le ballon, il fait la passe à A1"", ""D1 va faire le tour d’un plot pendant que A1 fait le tour de l’autre plot""]","[""Les distances, 1v1 - 10""]","[""schemas/exo_081_p34_1-v-1-9.png""]"
cahier-t1-082,34,1 v 1 - 10,Pré-collectif,V 1,Intermédiaire,12-18 min,1 ballon pour 2 joueurs,"[""A1 et D1 démarrent face à face"", ""D1 fait la passe à A1"", ""Les deux joueurs doivent réaliser le slalom A1 pour tirer, D1 pour défendre""]","[""1v1 - 11""]","[""schemas/exo_082_p34_1-v-1-10.png""]"
cahier-t1-083,34,1 V 1 - 11,Pré-collectif,V 1,Intermédiaire,12-18 min,Ballons dans une colonne / répartir les joueurs en deux colonnes,"[""A1 fait la passe à A2, et va jouer le main à main avec A2"", ""D1 passe au dessus de A2 et défend, A2 après son main à main ouvre vers le panier pour jouer un 2 v 1 + 1""]","[""1v1 - 12""]","[""schemas/exo_083_p34_1-v-1-11.png""]"
cahier-t1-084,35,1 v 1 - 12,Pré-collectif,V 1,Intermédiaire,12-18 min,1 ballon / répartir les joueurs en deux colonnes,"[""Le coach à la balle, A1 se démarque pour recevoir le ballon"", ""A1 reçoit le ballon et joue son 1 v 1""]","[""1 v 1 - 13""]","[""schemas/exo_084_p35_1-v-1-12.png""]"
cahier-t1-085,35,1 v 1 - 13,Pré-collectif,V 1,Intermédiaire,12-18 min,1 ballon / répartir les joueurs en deux colonnes,"[""Le coach à la balle, A1 se démarque pour recevoir le ballon"", ""A1 reçoit le ballon et joue son 1 v 1""]","[""1 v 1 - 14""]","[""schemas/exo_085_p35_1-v-1-13.png""]"
cahier-t1-086,35,1 v 1 - 14,Pré-collectif,V 1,Intermédiaire,12-18 min,1 ballon / répartir les joueurs en deux colonnes,"[""Le coach à la balle, A1 reçoit le ballon"", ""A1 joue son 1 v 1 lancé""]","[""1v1 - 15""]","[""schemas/exo_086_p35_1-v-1-14.png""]"
cahier-t1-087,35,1 v 1 - 15,Pré-collectif,V 1,Intermédiaire,12-18 min,1 ballon pour 2,"[""A1 part avec le ballon sous le panier"", ""D1 part devant A1"", ""A1 décide du départ et choisit de partir vers la droite ou la gauche"", ""D1 prend l’autre côté avant de venir défendre""]","[""Les départs""]","[""schemas/exo_087_p35_1-v-1-15.png""]"
cahier-t1-088,36,Rebond - 1,Pré-collectif,Rebond,Intermédiaire,12-18 min,1 ballon / 3 confrontations,"[""Le coach prend un tir"", ""D1, D2, D3 font écran retard sur le joueur en face d’eux""]","[""Rebond - 2""]","[""schemas/exo_088_p36_rebond-1.png""]"
cahier-t1-089,36,Rebond - 2,Pré-collectif,Rebond,Intermédiaire,12-18 min,1 ballon / 3 confrontations,"[""Les défenseurs tournent autour de la raquette"", ""Le coach prend un tir"", ""D1, D2, D3 font écran retard sur le joueur en face d’eux""]","[""Rebond - 3""]","[""schemas/exo_089_p36_rebond-2.png""]"
cahier-t1-090,36,Rebond - 3,Pré-collectif,Rebond,Intermédiaire,12-18 min,1 ballon / 5 confrontations,"[""Les défenseurs tournent autour de la raquette"", ""Le coach prend un tir"", ""D1, D2, D3, D4, D5 font écran retard sur le joueur en face d’eux""]","[""Rebond - 4""]","[""schemas/exo_090_p36_rebond-3.png""]"
cahier-t1-091,36,Rebond - 4,Pré-collectif,Rebond,Intermédiaire,12-18 min,1 ballon / 3 confrontations,"[""Les défenseurs sont sur le demi terrain"", ""Un joueur prend un tir / 3 attaquants jouent le rebond"", ""D1, D2, D3 font écran retard sur le joueur en face d’eux""]","[""Rebond - 5""]","[""schemas/exo_091_p36_rebond-4.png""]"
cahier-t1-092,37,Rebond - 5,Pré-collectif,Rebond,Intermédiaire,12-18 min,1 ballon / 3 confrontations,"[""Les défenseurs sont sur le demi terrain"", ""Chaque joueurs prend un tir / 3 attaquants jouent le rebond contre 3 défenseurs"", ""D1, D2, D3 font écran retard sur le joueur en face d’eux"", ""Les joueurs qui prennent un rebond repartent""]","[""Rebond - 5""]","[""schemas/exo_092_p37_rebond-5.png""]"
cahier-t1-093,37,Ecran retard,Pré-collectif,Rebond,Intermédiaire,12-18 min,1 ballon par groupe / 2 joueurs,"[""Placer un ballon au sol"", ""Un attaquant et un défenseur"", ""Le défenseur doit empêcher l’attaquant de toucher / attraper le ballon""]",[],"[""schemas/exo_093_p37_ecran-retard.png""]"
cahier-t1-094,37,Bataille rebond,Pré-collectif,Rebond,Intermédiaire,12-18 min,1 ballon par joueur / 2 joueurs dans la raquette,"[""Les deux joueurs dans la raquette jouent le 1 v 1 après qu’un joueur 2 ai lancé un ballon contre la planche"", ""Premier joueur à 3 paniers"", ""Pas d’alternance de possession celui qui prend le rebond est en attaque"", ""Si le ballon sort de la raquette les joueurs 2 relancent un ballon contre la planche""]",[],"[""schemas/exo_094_p37_bataille-rebond.png""]"
cahier-t1-095,37,Rebond - 6,Pré-collectif,Rebond,Intermédiaire,12-18 min,1 ballon pour 3,"[""2 passe à 1 puis va faire écran retard sur 3"", ""1 tire"", ""Bataille au rebond entre 2 et 3""]",[],"[""schemas/exo_095_p37_rebond-6.png""]"
cahier-t1-096,38,Passes sur step,Pré-collectif,Pick,Intermédiaire,12-18 min,1 ballon par joueur / répartir les joueurs en deux colonnes,"[""1 utilise le pick et passe à l’autre 1 en face"", ""Ce dernier utilise à son tour le pick et passe à 2"", ""2 utilise le pick…""]","[""Les passes, les défenses sur pick""]","[""schemas/exo_096_p38_passes-sur-step.png""]"
cahier-t1-097,38,Pick & roll,Pré-collectif,Pick,Confirmé,12-18 min,1 ballon pour 2,"[""1 passe à 2 puis va poser écran"", ""2 utilise l’écran, passe à 1 et va poser écran pour 1"", ""1 utilise l’écran, passe à 2 et va poser écran pour 2""]","[""Les passes""]","[""schemas/exo_097_p38_pick-roll.png""]"
cahier-t1-098,38,Pick axe,Pré-collectif,Pick,Confirmé,12-18 min,1 ballon par joueur / répartir les joueurs en deux colonnes,"[""Le premier joueur se démarque, reçoit le ballon de 2"", ""1 utilise le pick, jouer côté ballon puis utilisation du pick"", ""2 se démarque et reçoit le ballon de 1 et enchaine le même mouvement""]","[""Les finitions""]","[""schemas/exo_098_p38_pick-axe.png""]"
cahier-t1-099,38,Pick,Pré-collectif,Pick,Confirmé,12-18 min,1 ballon par joueur / répartir les joueurs en deux colonnes,"[""Utilisation du pick"", ""Varier les attaques de pick (sur protect, sur stick & under…)"", ""Changer de colonne à chaque passage""]","[""Les défenses de pick, les finitions""]","[""schemas/exo_099_p38_pick.png""]"
cahier-t1-100,39,Travail de picks,Pré-collectif,Pick,Confirmé,12-18 min,Ballons dans les colonnes 1 et 3 / répartir les joueurs en trois colonnes,"[""3 passe à C et va dans le corner"", ""1 passe à 2 et va poser un écran""]","[""Travail de picks - 1""]","[""schemas/exo_100_p39_travail-de-picks.png""]"
cahier-t1-101,39,Travail de picks - 1,Pré-collectif,Pick,Confirmé,12-18 min,Ballons dans les colonnes 1 et 3 / répartir les joueurs en trois colonnes,"[""2 utilise l’écran de 1, 3 remonte à 45°, 2 lui fait la passe"", ""1 après son écran roll er reçoit de C"", ""3 après avoir reçu le ballon enchaine un stop tir"", ""2 après sa passe va sur le poste haut et reçoit de 1 pour tirer""]","[""Travail de picks - 2""]","[""schemas/exo_101_p39_travail-de-picks-1.png""]"
cahier-t1-102,39,Travail de picks - 2,Pré-collectif,Pick,Confirmé,12-18 min,1 ballon par joueur / répartir les joueurs en deux colonnes,"[""1 passe à 2 dans le poste bas qui réalise un mouvement dos au panier"", ""1 après sa passe remonte dans l’axe pour recevoir le ballon de C"", ""Attraper, attaquer à l’opposé du passeur et réaliser un stop tir""]","[""Travail de picks - 3""]","[""schemas/exo_102_p39_travail-de-picks-2.png""]"
cahier-t1-103,40,Travail de picks - 3,Pré-collectif,Pick,Confirmé,12-18 min,Ballons dans les colonnes 1 et 3 / répartir les joueurs en trois colonnes,"[""2 utilise l’écran de 1, 3 remonte à 45°, 2 fait la passe à 3"", ""1 après son écran descend dans le poste bas"", ""3 passe à 1, 3 pose écran pour 2 puis flash au panier"", ""2 rééquilibre à 45°, 1 passe à 3 sur le flash"", ""Après sa passe 1 remonte sur l’axe panier panier, C fait la passe à 1"", ""1 va jouer le main à main avec 2 qui attaque et lui fait la passe"", ""Après sa passe à 1, 2 se décale et reçoit de 3 pour tirer""]",[],"[""schemas/exo_103_p40_travail-de-picks-3.png""]"
cahier-t1-104,41,Code de jeu 1.1,Pré-collectif,Code De Jeu,Intermédiaire,12-18 min,,"[""1 et 2 partent en même temps"", ""2 fait la passe au C en arrivant sur la ligne médiane, 1 fait le tour des plots puis va à 45°"", ""Après sa passe à C, 2 descend dans le poste bas côté ballon"", ""1 passe à 2 dans le poste bas qui réalise un mouvement dos au panier"", ""1 après sa passe coupe pour recevoir le ballon de C""]","[""Code de Jeu - 2""]","[""schemas/exo_104_p41_code-de-jeu-1-1.png""]"
cahier-t1-105,41,Code de jeu 1.2,Pré-collectif,Code De Jeu,Intermédiaire,12-18 min,1 ballon par joueur / répartir les joueurs en deux colonnes,"[""1 passe à 2 dans le poste bas qui réalise un mouvement dos au panier"", ""1 après sa passe remonte dans l’axe pour recevoir le ballon de C"", ""Attraper, attaquer à l’opposé du passeur et réaliser un stop tir""]","[""Code de Jeu - 3""]","[""schemas/exo_105_p41_code-de-jeu-1-2.png""]"
cahier-t1-106,41,Code de jeu 1.3,Pré-collectif,Code De Jeu,Intermédiaire,12-18 min,1 ballon par joueur / répartir les joueurs en deux colonnes,"[""1 passe à 2 dans le poste bas"", ""1 après sa passe coupe et reçoit le ballon de 2 pour tirer"", ""Après sa passe à 1, 2 remonte sur le poste haut, puis reçoit le ballon de C et prend le tir""]","[""Code de Jeu - 4""]","[""schemas/exo_106_p41_code-de-jeu-1-3.png""]"
cahier-t1-107,41,Code de jeu 1.4,Pré-collectif,Code De Jeu,Intermédiaire,12-18 min,1 ballon par joueur / répartir les joueurs en deux colonnes,"[""1 passe à 2 dans le poste bas"", ""1 après sa passe se décale dans le corner et reçoit le ballon de 2 pour tirer"", ""Après sa passe à 1, 2 remonte sur le poste haut puis reçoit le ballon du C et part en dribble côté passeur""]","[""Code de Jeu - 5""]","[""schemas/exo_107_p41_code-de-jeu-1-4.png""]"
cahier-t1-108,42,Code de jeu 1.5,Pré-collectif,Code De Jeu,Intermédiaire,12-18 min,,"[""1 drive sur le milieu, 2 s’écarte short corner"", ""1 fait la passe à 2 pour tirer"", ""Après sa passe à 2, 1 remonte sur l’axe, reçoit du C et tir""]","[""Code de Jeu - 6""]","[""schemas/exo_108_p42_code-de-jeu-1-5.png""]"
cahier-t1-109,42,Code de jeu 1.6,Pré-collectif,Code De Jeu,Intermédiaire,12-18 min,1 ballon par joueur / répartir les joueurs en deux colonnes,"[""1 drive vers la ligne de fond, 2 s’écarte elbow"", ""1 fait la passe à 2 pour tirer"", ""Après sa passe à 2, 1 remonte sur l’axe, reçoit du C et fait un stop tir""]","[""Code de Jeu - 7""]","[""schemas/exo_109_p42_code-de-jeu-1-6.png""]"
cahier-t1-110,42,Code de jeu 1.7,Pré-collectif,Code De Jeu,Intermédiaire,12-18 min,1 ballon par joueur / répartir les joueurs en deux colonnes,"[""1 drive vers la ligne de fond, 2 curl coeur raquette"", ""1 fait la passe à 2 pour tirer"", ""Après sa passe à 2, 1 se démarque dans le corner, reçoit du C et tir""]","[""Code de Jeu - 8""]","[""schemas/exo_110_p42_code-de-jeu-1-7.png""]"
cahier-t1-111,42,Code de jeu 1.8,Pré-collectif,Code De Jeu,Intermédiaire,12-18 min,1 ballon par joueur / répartir les joueurs en deux colonnes,"[""1 drive vers le milieu, 2 coupe sous le panier"", ""1 fait la passe à 2 pour tirer"", ""Après sa passe à 2, 1 se démarque à 45° puis reçoit du C et attaque vers le milieu pour prendre un stop tir""]",[],"[""schemas/exo_111_p42_code-de-jeu-1-8.png""]"
cahier-t1-112,43,Code de jeu 2,Pré-collectif,Code De Jeu,Intermédiaire,12-18 min,,"[""2 passe à 3"", ""3 passe à C et coupe pour remplir le corner opposé"", ""2 descend poste bas côté ballon"", ""C passe à 2"", ""Quand le ballon arrive sur 2 : 1 coupe de 45° et 3 remonte à 45°"", ""2 skip passe à 3 puis va au pick"", ""3 ramène le ballon sur 1 qui donne à 2 dans le poste bas"", ""2 joue un post moove"", ""1 écran pour 3 puis flash poste haut pour tirer, 3 revient à 45° pour tirer""]",[],"[""schemas/exo_112_p43_code-de-jeu-2.png""]"
cahier-t1-113,43,Code de jeu 3,Pré-collectif,Code De Jeu,Intermédiaire,12-18 min,1 ballon par ligne de 3 / mettre des ballons sur les joueurs en attente,"[""2 passe à 1"", ""1 prend le milieu et passe à 3, puis descend poste bas"", ""3 passe à 1"", ""1 skip passe à 2 puis va au pick"", ""2 joue le pick et passe à 3 (défense en step)"", ""3 passe à 1 (high low)"", ""2 et 3 se croisent pour aller récupérer le ballon à 45° et tirer""]",[],"[""schemas/exo_113_p43_code-de-jeu-3.png""]"
cahier-t1-114,44,Pas de dribble après dribble,Pré-collectif,Code De Jeu,Intermédiaire,12-18 min,1 ballon / répartir les joueurs en trois colonnes,"[""Montée du ballon au choix"", ""3 spots (Axe, 45° D & 45° G)"", ""A1 drive d’un côté puis passe au joueur du côté du drive et va 45° opposé"", ""2 n’a pas le droit de dribbler car 1 a dribblé, 3 équilibre dans l’axe"", ""2 passe à 3 qui drive à l’opposé d’où vient le ballon et passe à 1"", ""1 n’a pas le droit de dribbler car 3 a dribblé, 2 équilibre dans l’axe"", ""1 passe à 2 qui drive à l’opposé d’où vient le ballon et passe à 3"", ""3 n’a pas le droit de dribbler car 2 a dribblé ,1 équilibre dans l’axe"", ""Quand le joueur qui a commencé dans l’axe revient , il transfère le ballon sans dribbler ce qui donne le droit au joueur de 45° de driver""]","[""Pas de dribble après dribble fond, Pas de dribble après dribble milieu""]","[""schemas/exo_114_p44_pas-de-dribble-apres-dribble.png""]"
